X,Y,Z,DF,Formacion
1108536.77,1247298.34,1607,426.9117219,K1ls_ms
1108636.77,1247298.34,1626,465.7898945,K1ls_ms
1108736.77,1247298.34,1638,503.4726028,K1ls_ms
1108836.77,1247298.34,1644,527.5357774,K1ls_ms
1108936.77,1247298.34,1651,551.0267353,K1ls_ms
1109036.77,1247298.34,1663,570.4505107,K1ls_ms
1109136.77,1247298.34,1669,577.8306658,K1ls_ms
1109236.77,1247298.34,1672,589.8395044,K1ls_ms
1109336.77,1247298.34,1673,618.0025043,K1ls_ms
1109436.77,1247298.34,1673,657.3727333,K1ls_ms
1109536.77,1247298.34,1670,694.8701242,K1ls_ms
1109636.77,1247298.34,1673,721.6435923,K1ls_ms
1109736.77,1247298.34,1675,749.1347205,K1ls_ms
1109836.77,1247298.34,1674.003052,776.7512146,K1ls_ms
1109936.77,1247298.34,1674,804.3792912,K1ls_ms
1110036.77,1247298.34,1674,836.2199272,K1ls_ms
1110136.77,1247298.34,1671,869.069502,K1ls_ms
1110236.77,1247298.34,1678,901.9192774,K1ls_ms
1110336.77,1247298.34,1674.05603,930.5275689,K1ls_ms
1110436.77,1247298.34,1674.050537,958.14299,K1ls_ms
1110536.77,1247298.34,1677,986.1680921,K1ls_ms
1110636.77,1247298.34,1685,1020.975272,K1ls_ms
1110736.77,1247298.34,1683,1062.262088,K1ls_ms
1110836.77,1247298.34,1677,1103.990009,K1ls_ms
1110936.77,1247298.34,1675.11438,1145.717922,K1ls_ms
1111036.77,1247298.34,1675.107544,1187.041483,K1ls_ms
1111136.77,1247298.34,1675.102417,1219.922721,K1ls_ms
1111236.77,1247298.34,1677,1242.657062,K1ls_ms
1111336.77,1247298.34,1680.003052,1271.508873,K1ls_ms
1111436.77,1247298.34,1680,1302.101054,K1ls_ms
1111536.77,1247298.34,1689,1332.69325,K1ls_ms
1111636.77,1247298.34,1693,1290.318576,K1ls_ms
1111736.77,1247298.34,1688,1193.797133,K1ls_ms
1111836.77,1247298.34,1693,1097.316191,K1ls_ms
1111936.77,1247298.34,1697,1001.362652,K1ls_ms
1112036.77,1247298.34,1702,906.2749369,K1ls_ms
1112136.77,1247298.34,1712,812.363957,K1ls_ms
1112236.77,1247298.34,1718,720.0902419,K1ls_ms
1112336.77,1247298.34,1717,630.1734036,K1ls_ms
1112436.77,1247298.34,1711,542.8368789,K1ls_ms
1112536.77,1247298.34,1711,455.7299106,K1ls_ms
1112636.77,1247298.34,1691,368.623008,K1ls_ms
1112736.77,1247298.34,1688,281.5162043,K1ls_ms
1112836.77,1247298.34,1687,194.6056905,K1ls_ms
1112936.77,1247298.34,1682,107.7062423,K1ls_ms
1113036.77,1247298.34,1684,20.81203399,K1ls_ms
1113136.77,1247298.34,1708,66.09196776,K1ls_ms
1113236.77,1247298.34,1711,152.9917133,K1ls_ms
1113336.77,1247298.34,1725,237.512913,K1ls_ms
1113436.77,1247298.34,1724,321.2603227,K1ls_ms
1113536.77,1247298.34,1716,404.6969979,K1ls_ms
1113636.77,1247298.34,1721,482.7241066,K1ls_ms
1113736.77,1247298.34,1730,560.7511089,K1ls_ms
1113836.77,1247298.34,1731,638.7781025,K1ls_ms
1113936.77,1247298.34,1720,716.9476031,K1ls_ms
1114036.77,1247298.34,1719,798.5352471,K1ls_ms
1114136.77,1247298.34,1723,848.9367446,K1ls_ms
1114236.77,1247298.34,1731,830.4045181,K1ls_ms
1114336.77,1247298.34,1736,794.1775837,K1ls_ms
1114436.77,1247298.34,1748,747.6838914,K1ls_ms
1114536.77,1247298.34,1750,698.9400788,K1ls_ms
1114636.77,1247298.34,1757,650.2490222,K1ls_ms
1114736.77,1247298.34,1757.015381,609.5124839,K1ls_ms
1114836.77,1247298.34,1761,583.248852,K1ls_ms
1114936.77,1247298.34,1769,566.0649306,K1ls_ms
1115036.77,1247298.34,1775,538.4015163,K1ls_ms
1115136.77,1247298.34,1776,505.2540048,K1ls_ms
1115236.77,1247298.34,1788,483.376748,K1ls_ms
1115336.77,1247298.34,1800,464.3776143,K1ls_ms
1115436.77,1247298.34,1803,443.7152078,K1ls_ms
1115536.77,1247298.34,1798,416.9551992,K1ls_ms
1115636.77,1247298.34,1786.015259,385.3736599,K1ls_ms
1115736.77,1247298.34,1784,350.897522,K1ls_ms
1115836.77,1247298.34,1688,316.4224752,K1ls_ms
1115936.77,1247298.34,1620,285.9480041,K1ls_mm
1116036.77,1247298.34,1570,255.763756,OSs
1116136.77,1247298.34,1515,225.5800111,OSs
1116236.77,1247298.34,1452,178.7267698,OSs
1116336.77,1247298.34,1401,127.8624783,OSs
1116436.77,1247298.34,1343,77.08359776,OSs
1116536.77,1247298.34,1304,26.99288369,OSs
1116636.77,1247298.34,1293,23.10689282,OSs
1116736.77,1247298.34,1296,73.20316157,OSs
1116836.77,1247298.34,1288,118.5316498,OSs
1116936.77,1247298.34,1243,155.8476419,OSs
1117036.77,1247298.34,1185,193.1640782,OSs
1117136.77,1247298.34,1155,235.9665488,OSs
1117236.77,1247298.34,1113,279.8225147,OSs
1117336.77,1247298.34,1029,323.9689782,OSs
1117436.77,1247298.34,925,379.9603447,OSs
1117536.77,1247298.34,893,438.9517705,OSs
1117636.77,1247298.34,905,451.229551,OSs
1117736.77,1247298.34,923,379.4159357,OSs
1117836.77,1247298.34,925,316.4155736,J1gp
1117936.77,1247298.34,883,270.9265139,J1gp
1118036.77,1247298.34,827,227.7011173,J1gp
1118136.77,1247298.34,807,178.0139716,J1gp
1118236.77,1247298.34,785,121.9393616,J1gp
1118336.77,1247298.34,728,36.78283416,J1gp
1118436.77,1247298.34,656,41.73027862,J1gp
1118536.77,1247298.34,608,113.6343355,J1gp
1118636.77,1247298.34,638,185.5416089,J1gp
1118736.77,1247298.34,676,261.8786899,J1gp
1118836.77,1247298.34,752,349.6305389,J1gp
1118936.77,1247298.34,800,440.9773323,J1gp
1119036.77,1247298.34,861,532.3425787,J1gp
1119136.77,1247298.34,923,623.2684816,J1gp
1119236.77,1247298.34,979,712.695376,J1gp
1119336.77,1247298.34,994,802.1222411,J1gp
1119436.77,1247298.34,987,892.0382867,J1gp
1119536.77,1247298.34,999,983.7485927,J1gp
1119636.77,1247298.34,963,1076.932291,J1gp
1119736.77,1247298.34,890,1171.237757,J1gp
1119836.77,1247298.34,807,1266.414407,J1gp
1119936.77,1247298.34,714,1362.279648,J1gp
1099736.77,1247198.34,335,1508.416977,J1-2j
1099836.77,1247198.34,354,1492.419489,J1-2j
1099936.77,1247198.34,380,1477.672808,J1-2j
1100036.77,1247198.34,406,1469.093365,J1-2j
1100136.77,1247198.34,453,1467.293002,J1-2j
1100236.77,1247198.34,504,1449.465624,J1-2j
1100336.77,1247198.34,556,1352.320948,J1-2j
1100436.77,1247198.34,613,1255.622706,K1ls_mi
1100536.77,1247198.34,697,1159.482594,K1ls_mi
1100636.77,1247198.34,709,1064.051899,K1ls_mi
1100736.77,1247198.34,778,969.5401183,K1ls_mm
1100836.77,1247198.34,851,876.2189843,K1ls_ms
1100936.77,1247198.34,918,784.5290936,K1r
1101036.77,1247198.34,955,695.1309832,K1r
1101136.77,1247198.34,979,609.0346857,K1r
1101236.77,1247198.34,1031,527.8582933,K1r
1101336.77,1247198.34,1051,454.247132,K1r
1101436.77,1247198.34,1066,392.4811726,K1r
1101536.77,1247198.34,1061,346.3708359,K1r
1101636.77,1247198.34,1058,307.4502384,K1r
1101736.77,1247198.34,1050,274.5100133,K1r
1101836.77,1247198.34,1049,228.8045511,K1r
1101936.77,1247198.34,1048,169.253621,K1r
1102036.77,1247198.34,1040,80.99674245,K1r
1102136.77,1247198.34,1015,14.21725611,K1r
1102236.77,1247198.34,1015,28.72489341,K1ls_ms
1102336.77,1247198.34,1020,72.64131625,K1ls_ms
1102436.77,1247198.34,1027,116.0602214,K1ls_ms
1102536.77,1247198.34,1032,158.7007868,K1ls_ms
1102636.77,1247198.34,1038,200.4906884,K1ls_ms
1102736.77,1247198.34,1049,238.9797624,K1ls_ms
1102836.77,1247198.34,1055,279.2052207,K1ls_ms
1102936.77,1247198.34,1061.002197,329.0314861,K1ls_ms
1103036.77,1247198.34,1075,378.8942968,K1ls_ms
1103136.77,1247198.34,1081,426.7461691,K1ls_ms
1103236.77,1247198.34,1091,473.2529294,K1ls_ms
1103336.77,1247198.34,1103,522.9832509,K1ls_ms
1103436.77,1247198.34,1112,574.5773802,K1ls_ms
1103536.77,1247198.34,1116,626.1717074,K1ls_ms
1103636.77,1247198.34,1124,678.9876699,K1ls_ms
1103736.77,1247198.34,1137,732.9230247,K1ls_ms
1103836.77,1247198.34,1147,786.9684727,K1ls_ms
1103936.77,1247198.34,1156,846.3900099,K1ls_ms
1104036.77,1247198.34,1173,839.5288076,K1ls_ms
1104136.77,1247198.34,1188,795.1291321,K1ls_ms
1104236.77,1247198.34,1197,740.8111472,K1ls_ms
1104336.77,1247198.34,1205,684.9469991,K1ls_ms
1104436.77,1247198.34,1212,622.9317465,K1ls_ms
1104536.77,1247198.34,1228,560.9163933,K1ls_ms
1104636.77,1247198.34,1241,503.2551628,K1ls_ms
1104736.77,1247198.34,1265,449.4236105,K1ls_ms
1104836.77,1247198.34,1292,392.1416562,K1ls_ms
1104936.77,1247198.34,1320,330.6923265,K1ls_ms
1105036.77,1247198.34,1336,266.5404969,K1ls_ms
1105136.77,1247198.34,1354,194.2148003,K1ls_ms
1105236.77,1247198.34,1383,121.8891655,K1ls_ms
1105336.77,1247198.34,1378,49.56371386,K1ls_ms
1105436.77,1247198.34,1362,25.07840781,K1ls_mm
1105536.77,1247198.34,1325,108.4286078,K1ls_mi
1105636.77,1247198.34,1294,191.7819368,K1ls_mi
1105736.77,1247198.34,1278,275.135532,K1ls_mi
1105836.77,1247198.34,1280,301.6613308,J1-2j
1105936.77,1247198.34,1264,229.7859712,J1-2j
1106036.77,1247198.34,1267,163.4792825,J1-2j
1106136.77,1247198.34,1248,101.1708758,J1-2j
1106236.77,1247198.34,1252,31.33127074,J1-2j
1106336.77,1247198.34,1254,45.95765264,J1-2j
1106436.77,1247198.34,1288,123.2436624,J1-2j
1106536.77,1247198.34,1313,200.5309827,J1-2j
1106636.77,1247198.34,1335,277.818272,J1-2j
1106736.77,1247198.34,1313,355.3284758,J1-2j
1106836.77,1247198.34,1293,332.0941746,J1-2j
1106936.77,1247198.34,1312,286.4259819,J1-2j
1107036.77,1247198.34,1346,234.591881,J1-2j
1107136.77,1247198.34,1351,187.4187447,J1-2j
1107236.77,1247198.34,1343,148.2010783,J1-2j
1107336.77,1247198.34,1345,108.9835059,J1-2j
1107436.77,1247198.34,1361,69.76615368,K1ls_mi
1107536.77,1247198.34,1388,33.06264588,K1ls_mi
1107636.77,1247198.34,1414,3.207981915,K1ls_mi
1107736.77,1247198.34,1445,39.46417734,K1ls_mi
1107836.77,1247198.34,1463,76.46880199,K1ls_mm
1107936.77,1247198.34,1501,115.6852583,K1ls_ms
1108036.77,1247198.34,1549,154.9017485,K1ls_ms
1108136.77,1247198.34,1616,192.018773,K1ls_ms
1108236.77,1247198.34,1632,226.950938,K1ls_ms
1108336.77,1247198.34,1625,261.8829681,K1ls_ms
1108436.77,1247198.34,1607,296.8153426,K1ls_ms
1108536.77,1247198.34,1609,334.7944565,K1ls_ms
1108636.77,1247198.34,1628,373.6726687,K1ls_ms
1108736.77,1247198.34,1629,406.4260171,K1ls_ms
1108836.77,1247198.34,1634,430.4892161,K1ls_ms
1108936.77,1247198.34,1643,453.4543525,K1ls_ms
1109036.77,1247198.34,1652,470.8462401,K1ls_ms
1109136.77,1247198.34,1658,477.9187809,K1ls_ms
1109236.77,1247198.34,1668,492.3705436,K1ls_ms
1109336.77,1247198.34,1668,525.6828599,K1ls_ms
1109436.77,1247198.34,1672.003052,565.7796133,K1ls_ms
1109536.77,1247198.34,1666,598.5362944,K1ls_ms
1109636.77,1247198.34,1668,625.4227877,K1ls_ms
1109736.77,1247198.34,1666,653.0392398,K1ls_ms
1109836.77,1247198.34,1669,680.6556981,K1ls_ms
1109936.77,1247198.34,1672.002197,708.9803967,K1ls_ms
1110036.77,1247198.34,1665.003052,741.7853351,K1ls_ms
1110136.77,1247198.34,1667,774.6348772,K1ls_ms
1110236.77,1247198.34,1676,806.8164953,K1ls_ms
1110336.77,1247198.34,1675,834.4318942,K1ls_ms
1110436.77,1247198.34,1674.032959,862.0472944,K1ls_ms
1110536.77,1247198.34,1679,891.4260362,K1ls_ms
1110636.77,1247198.34,1685,929.6730379,K1ls_ms
1110736.77,1247198.34,1686,971.4010206,K1ls_ms
1110836.77,1247198.34,1678,1013.128965,K1ls_ms
1110936.77,1247198.34,1675.10083,1054.856811,K1ls_ms
1111036.77,1247198.34,1675.089966,1095.840435,K1ls_ms
1111136.77,1247198.34,1677,1122.350191,K1ls_ms
1111236.77,1247198.34,1685,1146.272828,K1ls_ms
1111336.77,1247198.34,1680,1176.319353,K1ls_ms
1111436.77,1247198.34,1678.040649,1206.911618,K1ls_ms
1111536.77,1247198.34,1691,1237.542145,K1ls_ms
1111636.77,1247198.34,1694,1264.231792,K1ls_ms
1111736.77,1247198.34,1701,1167.710309,K1ls_ms
1111836.77,1247198.34,1700,1071.18886,K1ls_ms
1111936.77,1247198.34,1707,974.6674454,K1ls_ms
1112036.77,1247198.34,1712,878.1460678,K1ls_ms
1112136.77,1247198.34,1713.005249,781.6247301,K1ls_ms
1112236.77,1247198.34,1717,685.309507,K1ls_ms
1112336.77,1247198.34,1722,590.11668,K1ls_ms
1112436.77,1247198.34,1721,496.8098821,K1ls_ms
1112536.77,1247198.34,1719,406.6893074,K1ls_ms
1112636.77,1247198.34,1716,319.5389249,K1ls_ms
1112736.77,1247198.34,1696,232.4320811,K1ls_ms
1112836.77,1247198.34,1682,145.3254269,K1ls_ms
1112936.77,1247198.34,1669.031128,58.25560565,K1ls_ms
1113036.77,1247198.34,1672,28.64609275,K1ls_ms
1113136.77,1247198.34,1681,115.5428626,K1ls_ms
1113236.77,1247198.34,1698,202.4423655,K1ls_ms
1113336.77,1247198.34,1706,289.3408791,K1ls_ms
1113436.77,1247198.34,1725,375.8785315,K1ls_ms
1113536.77,1247198.34,1730,459.6261481,K1ls_ms
1113636.77,1247198.34,1725,543.37401,K1ls_ms
1113736.77,1247198.34,1727,623.2697639,K1ls_ms
1113836.77,1247198.34,1738,701.2967803,K1ls_ms
1113936.77,1247198.34,1739,779.3237394,K1ls_ms
1114036.77,1247198.34,1737,857.3506587,K1ls_ms
1114136.77,1247198.34,1740,937.3845264,K1ls_ms
1114236.77,1247198.34,1740,928.6758597,K1ls_ms
1114336.77,1247198.34,1741,882.6936227,K1ls_ms
1114436.77,1247198.34,1753,835.0092971,K1ls_ms
1114536.77,1247198.34,1756.008301,786.2016552,K1ls_ms
1114636.77,1247198.34,1762,739.9222175,K1ls_ms
1114736.77,1247198.34,1767,704.3908927,K1ls_ms
1114836.77,1247198.34,1765,681.7014679,K1ls_ms
1114936.77,1247198.34,1768,664.5699162,K1ls_ms
1115036.77,1247198.34,1772,632.5285357,K1ls_ms
1115136.77,1247198.34,1775.002197,601.5623622,K1ls_ms
1115236.77,1247198.34,1782,581.5385769,K1ls_ms
1115336.77,1247198.34,1798,562.5394059,K1ls_ms
1115436.77,1247198.34,1794,540.0511675,K1ls_ms
1115536.77,1247198.34,1786.030273,513.2909623,K1ls_ms
1115636.77,1247198.34,1786.012695,479.2252518,K1ls_ms
1115736.77,1247198.34,1781,444.7491197,K1ls_ms
1115836.77,1247198.34,1729,411.4506805,K1ls_ms
1115936.77,1247198.34,1640,371.9155596,K1ls_mm
1116036.77,1247198.34,1598,325.915086,K1ls_mi
1116136.77,1247198.34,1528,279.9147157,OSs
1116236.77,1247198.34,1479,233.9145144,OSs
1116336.77,1247198.34,1420,187.914589,OSs
1116436.77,1247198.34,1373,141.9147857,OSs
1116536.77,1247198.34,1322,95.91421558,OSs
1116636.77,1247198.34,1271,49.91380818,OSs
1116736.77,1247198.34,1254,3.918461227,OSs
1116836.77,1247198.34,1240,25.77457291,OSs
1116936.77,1247198.34,1223,63.09105771,OSs
1117036.77,1247198.34,1166,102.2592485,OSs
1117136.77,1247198.34,1154,146.1152954,OSs
1117236.77,1247198.34,1097,189.9713785,OSs
1117336.77,1247198.34,1001,240.2438186,OSs
1117436.77,1247198.34,963,299.2349826,OSs
1117536.77,1247198.34,981,358.2264002,OSs
1117636.77,1247198.34,980,417.2179821,OSs
1117736.77,1247198.34,1000,455.4619554,OSs
1117836.77,1247198.34,984,404.3081131,J1gp
1117936.77,1247198.34,941,361.0824678,J1gp
1118036.77,1247198.34,918,316.8664074,J1gp
1118136.77,1247198.34,890,259.9677018,J1gp
1118236.77,1247198.34,826,172.9628129,J1gp
1118336.77,1247198.34,757,99.648131,J1gp
1118436.77,1247198.34,679,27.74517693,J1gp
1118536.77,1247198.34,616,44.1652443,J1gp
1118636.77,1247198.34,602,126.2756989,J1gp
1118736.77,1247198.34,645,217.6402684,J1gp
1118836.77,1247198.34,690,309.0054509,J1gp
1118936.77,1247198.34,747,399.7009525,J1gp
1119036.77,1247198.34,820,489.1278671,J1gp
1119136.77,1247198.34,896,578.5547677,J1gp
1119236.77,1247198.34,922,668.6258389,J1gp
1119336.77,1247198.34,924,760.9886421,J1gp
1119436.77,1247198.34,919,855.0671474,J1gp
1119536.77,1247198.34,935,950.3519529,J1gp
1119636.77,1247198.34,941,1046.466233,J1gp
1119736.77,1247198.34,888,1142.733346,J1gp
1119836.77,1247198.34,813,1239.000428,J1gp
1119936.77,1247198.34,732,1335.267479,J1gp
1099736.77,1247098.34,331,1409.766972,J1-2j
1099836.77,1247098.34,355,1393.719868,J1-2j
1099936.77,1247098.34,395,1378.452004,J1-2j
1100036.77,1247098.34,438,1369.25103,J1-2j
1100136.77,1247098.34,455,1367.319236,J1-2j
1100236.77,1247098.34,517,1372.687305,J1-2j
1100336.77,1247098.34,586,1380.237161,K1ls_mi
1100436.77,1247098.34,648,1285.640322,K1ls_mi
1100536.77,1247098.34,721,1191.914397,K1ls_mi
1100636.77,1247098.34,856,1099.272954,K1ls_ms
1100736.77,1247098.34,893,1008.036291,K1r
1100836.77,1247098.34,901,918.6230601,K1r
1100936.77,1247098.34,933,831.6216073,K1r
1101036.77,1247098.34,979,747.8740961,K1r
1101136.77,1247098.34,1006,668.6043742,K1r
1101236.77,1247098.34,1023,595.6029882,K1r
1101336.77,1247098.34,1044,531.4592925,K1r
1101436.77,1247098.34,1068,479.739486,K1r
1101536.77,1247098.34,1080,436.6161436,K1r
1101636.77,1247098.34,1065,402.4412384,K1r
1101736.77,1247098.34,1038,367.1279127,K1r
1101836.77,1247098.34,1030,304.1328767,K1r
1101936.77,1247098.34,1033,217.3245683,K1r
1102036.77,1247098.34,1027,148.1823086,K1r
1102136.77,1247098.34,1016,104.513786,K1r
1102236.77,1247098.34,1026,61.13508696,K1r
1102336.77,1247098.34,1026,17.15668553,K1r
1102436.77,1247098.34,1025,25.62134674,K1ls_ms
1102536.77,1247098.34,1030,68.26248469,K1ls_ms
1102636.77,1247098.34,1034,108.2085769,K1ls_ms
1102736.77,1247098.34,1042,146.6972364,K1ls_ms
1102836.77,1247098.34,1050,192.5024467,K1ls_ms
1102936.77,1247098.34,1059,242.3649807,K1ls_ms
1103036.77,1247098.34,1071,291.7268208,K1ls_ms
1103136.77,1247098.34,1077,338.2336735,K1ls_ms
1103236.77,1247098.34,1085,385.7420506,K1ls_ms
1103336.77,1247098.34,1097,437.3361964,K1ls_ms
1103436.77,1247098.34,1100,488.9306069,K1ls_ms
1103536.77,1247098.34,1109,540.8602939,K1ls_ms
1103636.77,1247098.34,1120,594.795578,K1ls_ms
1103736.77,1247098.34,1133,648.7309218,K1ls_ms
1103836.77,1247098.34,1143,705.861433,K1ls_ms
1103936.77,1247098.34,1155,771.4767879,K1ls_ms
1104036.77,1247098.34,1170,766.9429249,K1ls_ms
1104136.77,1247098.34,1177,711.1834144,K1ls_ms
1104236.77,1247098.34,1186,656.8654602,K1ls_ms
1104336.77,1247098.34,1194,602.5475335,K1ls_ms
1104436.77,1247098.34,1206,544.5008717,K1ls_ms
1104536.77,1247098.34,1222,482.4855004,K1ls_ms
1104636.77,1247098.34,1245,420.5209249,K1ls_ms
1104736.77,1247098.34,1271,365.1655426,K1ls_ms
1104836.77,1247098.34,1295,311.3336477,K1ls_ms
1104936.77,1247098.34,1300,251.8171401,K1ls_ms
1105036.77,1247098.34,1313,190.3680463,K1ls_ms
1105136.77,1247098.34,1341,125.1769234,K1ls_ms
1105236.77,1247098.34,1368,52.85226494,K1ls_ms
1105336.77,1247098.34,1403,19.47994971,K1ls_ms
1105436.77,1247098.34,1405,91.80179563,K1ls_ms
1105536.77,1247098.34,1359,164.5886323,K1ls_mm
1105636.77,1247098.34,1335,247.0038646,K1ls_mi
1105736.77,1247098.34,1324,330.3571233,K1ls_mi
1105836.77,1247098.34,1307,371.1676176,K1ls_mi
1105936.77,1247098.34,1289,303.9855404,K1ls_mi
1106036.77,1247098.34,1290,241.6769623,J1-2j
1106136.77,1247098.34,1262,172.0526877,J1-2j
1106236.77,1247098.34,1273,94.76541146,J1-2j
1106336.77,1247098.34,1268,17.48097289,J1-2j
1106436.77,1247098.34,1291,59.80966037,J1-2j
1106536.77,1247098.34,1338,137.0976077,J1-2j
1106636.77,1247098.34,1363,215.9672327,J1-2j
1106736.77,1247098.34,1339,300.0732307,J1-2j
1106836.77,1247098.34,1316,384.1792089,J1-2j
1106936.77,1247098.34,1326,371.9265697,J1-2j
1107036.77,1247098.34,1345,320.3292018,J1-2j
1107136.77,1247098.34,1367,279.3919931,K1ls_mi
1107236.77,1247098.34,1376,240.1742129,K1ls_mi
1107336.77,1247098.34,1387,200.956456,K1ls_mi
1107436.77,1247098.34,1385,162.501222,K1ls_mi
1107536.77,1247098.34,1383,126.2386618,K1ls_mi
1107636.77,1247098.34,1396,89.97633158,K1ls_mm
1107736.77,1247098.34,1415,53.71466086,K1ls_mm
1107836.77,1247098.34,1439,15.50541456,K1ls_mm
1107936.77,1247098.34,1466,23.71120281,K1ls_mm
1108036.77,1247098.34,1513,62.92775682,K1ls_ms
1108136.77,1247098.34,1589,98.33457029,K1ls_ms
1108236.77,1247098.34,1610,133.2661897,K1ls_ms
1108336.77,1247098.34,1620,168.1982169,K1ls_ms
1108436.77,1247098.34,1599,203.7990129,K1ls_ms
1108536.77,1247098.34,1600,242.677206,K1ls_ms
1108636.77,1247098.34,1608.002197,281.5554277,K1ls_ms
1108736.77,1247098.34,1613,309.3794377,K1ls_ms
1108836.77,1247098.34,1624.002197,333.4426609,K1ls_ms
1108936.77,1247098.34,1631,355.8820085,K1ls_ms
1109036.77,1247098.34,1634,371.4467643,K1ls_ms
1109136.77,1247098.34,1649,378.045701,K1ls_ms
1109236.77,1247098.34,1656,396.1577542,K1ls_ms
1109336.77,1247098.34,1659,434.0898145,K1ls_ms
1109436.77,1247098.34,1666,474.1865093,K1ls_ms
1109536.77,1247098.34,1661,502.2025911,K1ls_ms
1109636.77,1247098.34,1663,529.3271834,K1ls_ms
1109736.77,1247098.34,1665,556.9437728,K1ls_ms
1109836.77,1247098.34,1666,584.560363,K1ls_ms
1109936.77,1247098.34,1668,614.5008339,K1ls_ms
1110036.77,1247098.34,1664.014038,647.3506259,K1ls_ms
1110136.77,1247098.34,1667,680.200292,K1ls_ms
1110236.77,1247098.34,1676,710.7208421,K1ls_ms
1110336.77,1247098.34,1678,738.3363522,K1ls_ms
1110436.77,1247098.34,1674.015381,765.9517818,K1ls_ms
1110536.77,1247098.34,1678,797.9614672,K1ls_ms
1110636.77,1247098.34,1684,838.8119658,K1ls_ms
1110736.77,1247098.34,1685,880.5398651,K1ls_ms
1110836.77,1247098.34,1683,922.267766,K1ls_ms
1110936.77,1247098.34,1678,963.6598346,K1ls_ms
1111036.77,1247098.34,1676,1002.947779,K1ls_ms
1111136.77,1247098.34,1675.065552,1024.777695,K1ls_ms
1111236.77,1247098.34,1681,1050.550687,K1ls_ms
1111336.77,1247098.34,1678.016235,1081.129769,K1ls_ms
1111436.77,1247098.34,1681,1111.722029,K1ls_ms
1111536.77,1247098.34,1686,1143.026364,K1ls_ms
1111636.77,1247098.34,1692,1180.573141,K1ls_ms
1111736.77,1247098.34,1702,1141.623533,K1ls_ms
1111836.77,1247098.34,1705,1045.102126,K1ls_ms
1111936.77,1247098.34,1703,948.580762,K1ls_ms
1112036.77,1247098.34,1714,852.0593956,K1ls_ms
1112136.77,1247098.34,1712.036743,755.5380097,K1ls_ms
1112236.77,1247098.34,1713,659.016655,K1ls_ms
1112336.77,1247098.34,1720,562.4953329,K1ls_ms
1112436.77,1247098.34,1718.010986,465.9740459,K1ls_ms
1112536.77,1247098.34,1715,369.452799,K1ls_ms
1112636.77,1247098.34,1718,274.0054884,K1ls_ms
1112736.77,1247098.34,1715,183.3479693,K1ls_ms
1112836.77,1247098.34,1692,96.24126211,K1ls_ms
1112936.77,1247098.34,1671,9.139108822,K1ls_ms
1113036.77,1247098.34,1700,77.97365198,K1ls_ms
1113136.77,1247098.34,1720,164.9937873,K1ls_ms
1113236.77,1247098.34,1716,251.8929896,K1ls_ms
1113336.77,1247098.34,1710,338.7917513,K1ls_ms
1113436.77,1247098.34,1711,425.6909449,K1ls_ms
1113536.77,1247098.34,1720,512.5896599,K1ls_ms
1113636.77,1247098.34,1728,597.991963,K1ls_ms
1113736.77,1247098.34,1729,681.7396198,K1ls_ms
1113836.77,1247098.34,1731,763.8154671,K1ls_ms
1113936.77,1247098.34,1731.014893,841.8423941,K1ls_ms
1114036.77,1247098.34,1737,919.8693292,K1ls_ms
1114136.77,1247098.34,1747,914.4101457,K1ls_ms
1114236.77,1247098.34,1744.006104,907.3719886,K1ls_ms
1114336.77,1247098.34,1751,900.3339022,K1ls_ms
1114436.77,1247098.34,1750,893.2958882,K1ls_ms
1114536.77,1247098.34,1753.002197,873.7570489,K1ls_ms
1114636.77,1247098.34,1759,831.9491966,K1ls_ms
1114736.77,1247098.34,1770,800.513002,K1ls_ms
1114836.77,1247098.34,1770,780.2065925,K1ls_ms
1114936.77,1247098.34,1776,760.3726022,K1ls_ms
1115036.77,1247098.34,1781,726.6553383,K1ls_ms
1115136.77,1247098.34,1780,698.8850164,K1ls_ms
1115236.77,1247098.34,1782,679.7004007,K1ls_ms
1115336.77,1247098.34,1794,655.0344204,K1ls_ms
1115436.77,1247098.34,1795,610.1090317,K1ls_ms
1115536.77,1247098.34,1788.009155,553.8001895,K1ls_ms
1115636.77,1247098.34,1790,484.8613268,K1ls_ms
1115736.77,1247098.34,1787,415.9228694,K1ls_ms
1115836.77,1247098.34,1754,346.9838862,K1ls_ms
1115936.77,1247098.34,1670,284.0347708,K1ls_ms
1116036.77,1247098.34,1615,237.1421235,K1ls_mm
1116136.77,1247098.34,1556,191.1417361,OSs
1116236.77,1247098.34,1508,145.1415831,OSs
1116336.77,1247098.34,1463,99.14195789,OSs
1116436.77,1247098.34,1400,53.14295565,OSs
1116536.77,1247098.34,1335,7.144524497,OSs
1116636.77,1247098.34,1306,38.85907796,OSs
1116736.77,1247098.34,1282,84.85940316,OSs
1116836.77,1247098.34,1250,66.98550157,OSs
1116936.77,1247098.34,1198,29.66966861,OSs
1117036.77,1247098.34,1155,12.40883669,OSs
1117136.77,1247098.34,1122,56.26462423,OSs
1117236.77,1247098.34,1100,100.7855932,OSs
1117336.77,1247098.34,1039,159.5186758,OSs
1117436.77,1247098.34,1036,218.5096462,OSs
1117536.77,1247098.34,1049,277.5010375,OSs
1117636.77,1247098.34,1054,336.492658,OSs
1117736.77,1247098.34,1066,395.4843113,J1gp
1117836.77,1247098.34,1039,456.3635017,J1gp
1117936.77,1247098.34,1013,451.2383036,J1gp
